,OrderID,CustomerID,EmployeeID,ShippingMethodID,OrderDate,ShipDate,FreightCharge,DeliveryTime,OrderYear,OrderMonth
109,115,23,1,1,2003-08-29,2003-08-29,0.0,0,2003,8
110,116,5,1,1,2003-09-02,2003-09-02,0.0,0,2003,9
111,117,4,2,1,2003-09-02,2003-09-02,0.0,0,2003,9
112,118,2,2,1,2003-09-01,2003-09-01,0.0,0,2003,9
113,119,8,2,1,2003-09-03,2003-09-03,0.0,0,2003,9
114,120,25,1,1,2003-09-03,2003-09-03,0.0,0,2003,9
115,121,21,1,1,2003-09-03,2003-09-03,0.0,0,2003,9
116,122,8,2,1,2003-09-04,2003-09-04,0.0,0,2003,9
117,124,7,1,1,2003-09-04,2003-09-04,0.0,0,2003,9
118,125,22,1,1,2003-09-05,2003-09-05,0.0,0,2003,9
119,126,13,1,1,2003-09-06,2003-09-06,0.0,0,2003,9
120,127,4,1,1,2003-09-06,2003-09-06,0.0,0,2003,9
121,128,2,1,1,2003-09-06,2003-09-06,0.0,0,2003,9
122,129,26,1,1,2003-09-06,2003-09-06,0.0,0,2003,9
123,131,3,1,1,2003-09-09,2003-09-09,0.0,0,2003,9
124,132,5,1,1,2003-09-09,2003-09-09,0.0,0,2003,9
125,133,2,1,1,2003-09-10,2003-09-10,0.0,0,2003,9
126,134,23,1,1,2003-09-10,2003-09-10,0.0,0,2003,9
127,135,18,1,1,2003-09-10,2003-09-10,0.0,0,2003,9
128,136,7,1,1,2003-09-11,2003-09-11,0.0,0,2003,9
129,137,28,1,1,2003-09-11,2003-09-11,0.0,0,2003,9
130,138,24,1,1,2003-09-12,2003-09-12,0.0,0,2003,9
131,139,5,1,1,2003-09-15,2003-09-15,0.0,0,2003,9
132,140,2,1,1,2003-09-16,2003-09-16,0.0,0,2003,9
133,141,4,1,1,2003-09-13,2003-09-13,0.0,0,2003,9
134,142,7,1,1,2003-09-15,2003-09-15,0.0,0,2003,9
135,143,8,1,1,2003-09-15,2003-09-15,0.0,0,2003,9
136,144,2,1,1,2003-09-17,2003-09-17,0.0,0,2003,9
137,145,19,1,1,2003-09-17,2003-09-17,0.0,0,2003,9
138,146,21,2,1,2003-09-17,2003-09-17,0.0,0,2003,9
139,147,22,2,1,2003-09-17,2003-09-17,0.0,0,2003,9
140,149,2,2,1,2003-09-18,2003-09-18,0.0,0,2003,9
141,150,8,2,1,2003-09-18,2003-09-18,0.0,0,2003,9
142,152,7,2,1,2003-09-19,2003-09-19,0.0,0,2003,9
143,153,8,2,1,2003-09-19,2003-09-19,0.0,0,2003,9
144,154,19,2,1,2003-09-22,2003-09-22,0.0,0,2003,9
145,155,29,2,1,2003-09-23,2003-09-23,0.0,0,2003,9
146,158,1,2,1,2003-09-23,2003-09-23,0.0,0,2003,9
147,159,18,2,1,2003-09-23,2003-09-23,0.0,0,2003,9
148,160,2,2,1,2003-09-24,2003-09-24,0.0,0,2003,9
149,161,2,2,1,2003-09-25,2003-09-25,0.0,0,2003,9
150,162,7,2,1,2003-09-23,2003-09-23,0.0,0,2003,9
151,164,8,2,1,2003-09-24,2003-09-24,0.0,0,2003,9
152,165,5,2,1,2003-09-24,2003-09-24,0.0,0,2003,9
153,166,22,2,1,2003-09-26,2003-09-26,0.0,0,2003,9
154,167,5,2,1,2003-09-26,2003-09-26,0.0,0,2003,9
155,168,4,1,1,2003-09-29,2003-09-29,0.0,0,2003,9
156,170,31,1,1,2003-09-29,2003-09-29,0.0,0,2003,9
157,171,32,2,1,2003-09-27,2003-09-27,0.0,0,2003,9
158,172,32,2,1,2003-09-29,2003-09-29,0.0,0,2003,9
159,173,2,1,1,2003-10-01,2003-10-01,0.0,0,2003,10
160,175,5,1,1,2003-10-01,2003-10-01,0.0,0,2003,10
161,176,22,2,1,2003-09-30,2003-09-30,0.0,0,2003,9
162,177,32,2,1,2003-09-30,2003-09-30,0.0,0,2003,9
163,178,22,2,1,2003-10-01,2003-10-01,0.0,0,2003,10
164,179,2,1,1,2003-10-02,2003-10-02,0.0,0,2003,10
165,180,3,1,1,2003-10-02,2003-10-02,0.0,0,2003,10
166,181,6,2,1,2003-10-02,2003-10-02,0.0,0,2003,10
167,182,22,2,1,2003-10-02,2003-10-02,0.0,0,2003,10
168,183,18,1,1,2003-10-02,2003-10-02,0.0,0,2003,10
169,184,7,2,1,2003-10-02,2003-10-02,0.0,0,2003,10
170,185,8,2,1,2003-10-03,2003-10-03,0.0,0,2003,10
171,186,22,2,1,2003-10-03,2003-10-03,0.0,0,2003,10
172,187,5,2,1,2003-10-03,2003-10-03,0.0,0,2003,10
173,189,22,2,1,2003-10-06,2003-10-06,0.0,0,2003,10
174,190,5,2,1,2003-10-06,2003-10-06,0.0,0,2003,10
175,191,6,2,1,2003-10-06,2003-10-06,0.0,0,2003,10
176,192,22,2,1,2003-10-06,2003-10-06,0.0,0,2003,10
177,193,3,2,1,2003-10-06,2003-10-06,0.0,0,2003,10
178,194,7,2,1,2003-10-06,2003-10-06,0.0,0,2003,10
179,195,33,2,1,2003-10-07,2003-10-07,0.0,0,2003,10
180,196,13,1,1,2003-10-07,2003-10-07,0.0,0,2003,10
181,197,2,2,1,2003-10-07,2003-10-07,0.0,0,2003,10
182,198,18,2,1,2003-10-08,2003-10-08,0.0,0,2003,10
183,199,7,1,1,2003-10-08,2003-10-08,0.0,0,2003,10
184,200,2,2,1,2003-10-08,2003-10-08,0.0,0,2003,10
185,201,22,2,1,2003-10-08,2003-10-08,0.0,0,2003,10
186,202,23,2,1,2003-10-08,2003-10-08,0.0,0,2003,10
187,203,22,2,1,2003-10-09,2003-10-09,0.0,0,2003,10
188,204,5,2,1,2003-10-09,2003-10-09,0.0,0,2003,10
189,205,32,2,1,2003-10-10,2003-10-10,0.0,0,2003,10
190,206,5,2,1,2003-10-10,2003-10-10,0.0,0,2003,10
191,207,34,2,1,2003-10-10,2003-10-10,0.0,0,2003,10
192,208,7,2,1,2003-10-11,2003-10-11,0.0,0,2003,10
193,209,6,2,1,2003-10-13,2003-10-13,0.0,0,2003,10
194,210,22,2,1,2003-10-13,2003-10-13,0.0,0,2003,10
195,211,2,2,1,2003-10-13,2003-10-13,0.0,0,2003,10
196,212,5,2,1,2003-10-13,2003-10-13,0.0,0,2003,10
197,213,22,2,1,2003-10-14,2003-10-14,0.0,0,2003,10
198,214,5,2,1,2003-10-14,2003-10-14,0.0,0,2003,10
199,215,4,2,1,2003-10-15,2003-10-15,0.0,0,2003,10
200,216,35,1,1,2003-10-16,2003-10-16,0.0,0,2003,10
201,217,22,2,1,2003-10-16,2003-10-16,0.0,0,2003,10
202,218,3,2,1,2003-10-16,2003-10-16,0.0,0,2003,10
203,219,3,2,1,2003-10-17,2003-10-17,0.0,0,2003,10
204,220,5,2,1,2003-10-18,2003-10-18,0.0,0,2003,10
205,221,24,2,1,2003-10-17,2003-10-17,0.0,0,2003,10
206,222,3,1,1,2003-10-20,2003-10-20,0.0,0,2003,10
207,223,21,1,1,2003-10-20,2003-10-20,0.0,0,2003,10
208,224,22,1,1,2003-10-20,2003-10-20,0.0,0,2003,10
209,225,3,1,1,2003-10-20,2003-10-20,0.0,0,2003,10
210,226,22,2,1,2003-10-21,2003-10-21,0.0,0,2003,10
211,227,23,1,1,2003-10-21,2003-10-21,0.0,0,2003,10
212,228,18,1,1,2003-10-21,2003-10-21,0.0,0,2003,10
213,229,19,1,1,2003-10-22,2003-10-22,0.0,0,2003,10
214,230,2,1,1,2003-10-22,2003-10-22,0.0,0,2003,10
215,231,3,1,1,2003-10-22,2003-10-22,0.0,0,2003,10
216,232,36,1,1,2003-10-23,2003-10-23,0.0,0,2003,10
217,233,6,2,1,2003-10-23,2003-10-23,0.0,0,2003,10
218,234,22,2,1,2003-10-23,2003-10-23,0.0,0,2003,10
219,235,5,1,1,2003-10-23,2003-10-23,0.0,0,2003,10
220,236,3,2,1,2003-10-23,2003-10-23,0.0,0,2003,10
221,237,37,1,1,2003-10-24,2003-10-24,0.0,0,2003,10
222,238,5,1,1,2003-10-24,2003-10-24,0.0,0,2003,10
223,239,38,1,1,2003-10-24,2003-10-24,0.0,0,2003,10
224,240,7,1,1,2003-10-24,2003-10-24,0.0,0,2003,10
225,241,39,1,1,2003-10-24,2003-10-24,0.0,0,2003,10
226,242,40,2,1,2003-10-25,2003-10-25,0.0,0,2003,10
227,243,40,2,1,2003-10-27,2003-10-27,0.0,0,2003,10
228,244,3,1,1,2003-10-27,2003-10-27,0.0,0,2003,10
229,245,22,2,1,2003-10-27,2003-10-27,0.0,0,2003,10
230,246,5,2,1,2003-10-27,2003-10-27,0.0,0,2003,10
231,247,5,2,1,2003-10-28,2003-10-28,0.0,0,2003,10
232,249,7,2,1,2003-10-28,2003-10-28,0.0,0,2003,10
233,250,40,1,1,2003-10-29,2003-10-29,0.0,0,2003,10
234,251,22,2,1,2003-10-29,2003-10-29,0.0,0,2003,10
235,252,22,2,1,2003-10-30,2003-10-30,0.0,0,2003,10
236,253,22,2,1,2003-10-30,2003-10-31,0.0,1,2003,10
237,255,40,2,1,2003-10-30,2003-10-30,0.0,0,2003,10
238,256,2,2,1,2003-10-31,2003-10-31,0.0,0,2003,10
239,257,13,2,1,2003-11-03,2003-11-03,0.0,0,2003,11
240,258,22,2,1,2003-10-31,2003-10-31,0.0,0,2003,10
241,259,4,2,1,2003-11-01,2003-11-01,0.0,0,2003,11
242,260,7,2,1,2003-11-01,2003-11-01,0.0,0,2003,11
243,261,40,2,1,2003-11-03,2003-11-03,0.0,0,2003,11
244,262,41,2,1,2003-11-03,2003-11-03,0.0,0,2003,11
245,263,40,2,1,2003-11-04,2003-11-04,0.0,0,2003,11
246,264,6,2,1,2003-11-04,2003-11-04,0.0,0,2003,11
247,265,7,2,1,2003-11-05,2003-11-05,0.0,0,2003,11
248,266,7,2,1,2003-11-05,2003-11-05,0.0,0,2003,11
249,267,42,2,1,2003-11-05,2003-11-05,19.97,0,2003,11
250,268,7,2,1,2003-11-05,2003-11-05,0.0,0,2003,11
251,269,2,2,1,2003-11-06,2003-11-06,0.0,0,2003,11
252,270,40,2,1,2003-11-06,2003-11-06,0.0,0,2003,11
253,271,22,2,1,2003-11-07,2003-11-07,0.0,0,2003,11
254,272,22,2,1,2003-11-10,2003-11-10,0.0,0,2003,11
255,273,3,2,1,2003-11-10,2003-11-10,0.0,0,2003,11
256,274,40,2,1,2003-11-10,2003-11-10,0.0,0,2003,11
257,275,5,2,1,2003-11-10,2003-11-10,0.0,0,2003,11
258,276,22,2,1,2003-11-11,2003-11-11,0.0,0,2003,11
259,277,32,2,1,2003-11-10,2003-11-10,0.0,0,2003,11
260,278,8,2,1,2003-11-11,2003-11-11,0.0,0,2003,11
261,280,22,2,1,2003-11-11,2003-11-11,0.0,0,2003,11
262,281,5,2,1,2003-11-12,2003-11-12,0.0,0,2003,11
263,282,43,2,1,2003-11-11,2003-11-11,0.0,0,2003,11
264,283,44,2,1,2003-11-11,2003-11-11,0.0,0,2003,11
265,284,45,2,1,2003-11-11,2003-11-11,0.0,0,2003,11
266,285,40,2,1,2003-11-12,2003-11-12,0.0,0,2003,11
267,286,22,2,1,2003-11-13,2003-11-13,0.0,0,2003,11
268,288,47,2,1,2003-11-13,2003-11-13,0.0,0,2003,11
269,289,40,2,1,2003-11-13,2003-11-13,0.0,0,2003,11
270,290,22,2,1,2003-11-14,2003-11-14,0.0,0,2003,11
271,291,40,2,1,2003-11-14,2003-11-14,0.0,0,2003,11
272,292,22,2,1,2003-11-17,2003-11-17,0.0,0,2003,11
273,293,40,2,1,2003-11-17,2003-11-17,0.0,0,2003,11
274,294,21,2,1,2003-11-17,2003-11-17,0.0,0,2003,11
275,295,23,2,1,2003-11-17,2003-11-17,0.0,0,2003,11
276,296,7,2,1,2003-11-17,2003-11-17,0.0,0,2003,11
277,297,48,2,1,2003-11-18,2003-11-18,0.0,0,2003,11
278,298,33,2,1,2003-11-18,2003-11-18,0.0,0,2003,11
279,299,1,2,1,2003-11-18,2003-11-18,0.0,0,2003,11
280,300,3,2,1,2003-11-18,2003-11-18,0.0,0,2003,11
281,303,3,2,1,2003-11-19,2003-11-19,0.0,0,2003,11
282,304,18,2,1,2003-11-19,2003-11-19,0.0,0,2003,11
283,305,22,2,1,2003-11-19,2003-11-19,0.0,0,2003,11
284,306,40,2,1,2003-11-19,2003-11-19,0.0,0,2003,11
285,307,2,2,1,2003-11-19,2003-11-19,0.0,0,2003,11
286,308,23,2,1,2003-11-20,2003-11-20,0.0,0,2003,11
287,309,40,2,1,2003-11-21,2003-11-21,0.0,0,2003,11
288,311,41,2,1,2003-11-22,2003-11-22,0.0,0,2003,11
289,313,7,2,1,2003-11-22,2003-11-22,0.0,0,2003,11
290,314,13,2,1,2003-11-22,2003-11-22,0.0,0,2003,11
291,315,22,2,1,2003-11-24,2003-11-24,0.0,0,2003,11
292,316,3,2,1,2003-11-24,2003-11-24,0.0,0,2003,11
293,317,5,2,1,2003-11-24,2003-11-24,0.0,0,2003,11
294,318,36,2,1,2003-11-25,2003-11-25,0.0,0,2003,11
295,319,22,2,1,2003-11-25,2003-11-25,0.0,0,2003,11
296,320,40,2,1,2003-11-26,2003-11-26,0.0,0,2003,11
297,321,21,2,1,2003-11-26,2003-11-26,0.0,0,2003,11
298,322,22,2,1,2003-11-26,2003-11-26,0.0,0,2003,11
299,323,24,2,1,2003-11-27,2003-11-27,0.0,0,2003,11
300,324,2,2,1,2003-11-28,2003-11-28,0.0,0,2003,11
301,325,22,2,1,2003-11-28,2003-11-28,0.0,0,2003,11
302,326,18,2,1,2003-11-28,2003-11-28,0.0,0,2003,11
303,328,7,2,1,2003-11-28,2003-11-28,0.0,0,2003,11
304,329,5,2,1,2003-11-29,2003-11-29,0.0,0,2003,11
305,330,44,2,1,2003-12-01,2003-12-01,0.0,0,2003,12
306,332,40,2,1,2003-12-01,2003-12-01,0.0,0,2003,12
307,333,3,2,1,2003-12-01,2003-12-01,0.0,0,2003,12
308,334,5,2,1,2003-12-01,2003-12-01,0.0,0,2003,12
309,335,18,2,1,2003-12-01,2003-12-01,0.0,0,2003,12
310,336,19,2,1,2003-12-02,2003-12-02,0.0,0,2003,12
311,337,40,2,1,2003-12-02,2003-12-02,0.0,0,2003,12
312,338,3,2,1,2003-12-02,2003-12-02,0.0,0,2003,12
313,339,5,2,1,2003-12-02,2003-12-02,0.0,0,2003,12
314,340,6,2,1,2003-12-03,2003-12-03,0.0,0,2003,12
315,341,21,2,1,2003-12-03,2003-12-03,0.0,0,2003,12
316,342,22,2,1,2003-12-03,2003-12-03,0.0,0,2003,12
317,343,3,2,1,2003-12-03,2003-12-03,0.0,0,2003,12
318,344,40,2,1,2003-12-04,2003-12-04,0.0,0,2003,12
319,345,2,2,1,2003-12-04,2003-12-04,0.0,0,2003,12
320,346,5,2,1,2003-12-06,2003-12-03,0.0,-3,2003,12
321,347,40,2,1,2003-12-06,2003-12-06,0.0,0,2003,12
322,348,50,2,1,2004-01-19,2004-01-19,0.0,0,2004,1
323,349,40,2,1,2003-12-08,2003-12-08,0.0,0,2003,12
324,350,18,2,1,2003-12-08,2003-12-08,0.0,0,2003,12
325,351,42,2,1,2003-12-08,2003-12-08,20.0,0,2003,12
326,352,22,2,1,2003-12-09,2003-12-09,0.0,0,2003,12
327,353,6,2,1,2003-12-09,2003-12-09,0.0,0,2003,12
328,354,3,2,1,2003-12-09,2003-12-09,0.0,0,2003,12
329,355,51,2,1,2003-12-09,2003-12-09,0.0,0,2003,12
330,356,18,2,1,2003-12-09,2003-12-09,0.0,0,2003,12
331,358,19,2,1,2003-12-10,2003-12-10,0.0,0,2003,12
332,359,45,2,1,2003-12-10,2003-12-10,0.0,0,2003,12
333,360,32,2,1,2003-12-10,2003-12-10,0.0,0,2003,12
334,361,40,2,1,2003-12-10,2003-12-10,0.0,0,2003,12
335,362,22,2,1,2003-12-11,2003-12-11,0.0,0,2003,12
336,363,22,2,1,2003-12-11,2003-12-11,0.0,0,2003,12
337,364,5,2,1,2003-12-11,2003-12-11,0.0,0,2003,12
338,365,52,2,1,2003-12-11,2003-12-11,0.0,0,2003,12
339,367,21,2,1,2003-12-11,2003-12-11,0.0,0,2003,12
340,368,5,2,1,2003-12-12,2003-12-12,0.0,0,2003,12
341,369,22,2,1,2003-12-15,2003-12-15,0.0,0,2003,12
342,371,40,2,1,2003-12-15,2003-12-15,0.0,0,2003,12
343,372,2,2,1,2003-12-15,2003-12-15,0.0,0,2003,12
344,373,22,2,1,2003-12-16,2003-12-16,0.0,0,2003,12
345,374,25,2,1,2003-12-16,2003-12-16,0.0,0,2003,12
346,375,53,2,1,2003-12-17,2003-12-17,0.0,0,2003,12
347,376,40,2,1,2003-12-18,2003-12-18,0.0,0,2003,12
348,377,1,2,1,2003-12-18,2003-12-18,0.0,0,2003,12
349,378,5,2,1,2003-12-18,2003-12-18,0.0,0,2003,12
350,379,18,2,1,2003-12-18,2003-12-18,0.0,0,2003,12
351,380,40,2,1,2003-12-19,2003-12-19,0.0,0,2003,12
352,381,3,2,1,2003-12-19,2003-12-19,0.0,0,2003,12
353,382,22,2,1,2003-12-19,2003-12-19,0.0,0,2003,12
354,383,32,2,1,2003-12-19,2003-12-19,0.0,0,2003,12
355,384,32,2,1,2003-12-19,2003-12-19,0.0,0,2003,12
356,385,32,2,1,2003-12-19,2003-12-19,0.0,0,2003,12
357,386,2,2,1,2003-12-19,2003-12-19,0.0,0,2003,12
358,387,7,2,1,2003-12-19,2003-12-19,0.0,0,2003,12
359,388,26,2,1,2003-12-20,2003-12-20,0.0,0,2003,12
360,389,40,2,1,2003-12-20,2003-12-20,0.0,0,2003,12
361,390,6,2,1,2003-12-22,2003-12-22,0.0,0,2003,12
362,391,40,2,1,2003-12-22,2003-12-22,0.0,0,2003,12
363,392,40,2,1,2003-12-22,2003-12-22,0.0,0,2003,12
364,393,5,2,1,2003-12-22,2003-12-22,0.0,0,2003,12
365,394,22,2,1,2003-12-22,2003-12-22,0.0,0,2003,12
366,395,5,2,1,2003-12-22,2003-12-22,0.0,0,2003,12
367,396,2,2,1,2003-12-22,2003-12-22,0.0,0,2003,12
368,397,40,2,1,2003-12-23,2003-12-23,0.0,0,2003,12
369,398,54,2,1,2003-12-23,2003-12-23,17.09,0,2003,12
370,399,13,2,1,2003-12-23,2003-12-23,21.54,0,2003,12
371,400,2,2,1,2003-12-24,2003-12-24,0.0,0,2003,12
372,401,21,2,1,2003-12-25,2003-12-25,0.0,0,2003,12
373,402,40,1,1,2003-12-25,2003-12-25,0.0,0,2003,12
374,403,5,2,1,2003-12-26,2003-12-26,0.0,0,2003,12
375,404,40,2,1,2003-12-27,2003-12-21,0.0,-6,2003,12
376,405,7,2,1,2003-12-27,2003-12-27,0.0,0,2003,12
377,406,3,2,1,2003-12-29,2003-12-29,0.0,0,2003,12
378,408,5,2,1,2003-12-30,2003-12-30,0.0,0,2003,12
379,409,40,2,1,2003-12-30,2003-12-30,0.0,0,2003,12
380,410,18,2,1,2003-12-30,2003-12-30,0.0,0,2003,12
381,411,7,2,1,2004-01-05,2004-01-05,0.0,0,2004,1
382,412,7,2,1,2004-01-05,2004-01-05,0.0,0,2004,1
383,413,5,2,1,2004-01-05,2004-01-05,0.0,0,2004,1
384,415,2,7,1,2004-01-08,2004-01-08,0.0,0,2004,1
385,416,21,7,1,2004-01-10,2004-01-10,0.0,0,2004,1
386,418,24,2,1,2004-01-10,2004-01-10,0.0,0,2004,1
387,419,25,7,1,2004-01-10,2004-01-10,21.97,0,2004,1
388,420,8,7,1,2004-01-10,2004-01-10,0.0,0,2004,1
389,421,40,7,1,2004-01-12,2004-01-12,0.0,0,2004,1
390,424,55,7,1,2004-01-12,2004-01-12,0.0,0,2004,1
391,425,5,7,1,2004-01-12,2004-01-12,0.0,0,2004,1
392,427,6,2,1,2004-01-12,2004-01-12,0.0,0,2004,1
393,428,56,2,1,2004-01-12,2004-01-12,0.0,0,2004,1
394,430,2,2,1,2004-01-13,2004-01-13,0.0,0,2004,1
395,431,5,2,1,2004-01-13,2004-01-13,0.0,0,2004,1
