,ProductID,Classification,DemandClass,QuantitySold,OrderDate
51,427,A,High demand,40,2003-10-01
52,427,A,High demand,30,2003-10-03
53,427,A,High demand,100,2003-10-06
54,427,A,High demand,10,2003-10-07
55,427,A,High demand,50,2003-10-07
56,427,A,High demand,40,2003-10-09
57,427,A,High demand,10,2003-10-10
58,427,A,High demand,30,2003-10-13
59,427,A,High demand,20,2003-10-15
60,427,A,High demand,41,2003-10-18
61,427,A,High demand,5,2003-10-17
62,427,A,High demand,10,2003-10-17
63,427,A,High demand,20,2003-10-20
64,427,A,High demand,5,2003-10-21
65,427,A,High demand,40,2003-10-22
66,427,A,High demand,10,2003-10-22
67,427,A,High demand,40,2003-10-22
68,427,A,High demand,5,2003-10-23
69,427,A,High demand,2,2003-10-24
70,427,A,High demand,30,2003-10-31
71,427,A,High demand,30,2003-11-01
72,427,A,High demand,2,2003-11-03
73,427,A,High demand,2,2003-11-11
74,427,A,High demand,20,2003-11-18
75,427,A,High demand,20,2003-11-19
76,427,A,High demand,40,2003-11-24
77,427,A,High demand,30,2003-11-28
78,427,A,High demand,90,2003-12-02
79,427,A,High demand,30,2003-12-03
80,427,A,High demand,30,2003-12-04
81,427,A,High demand,80,2003-12-09
82,427,A,High demand,1,2003-12-10
83,427,A,High demand,2,2003-12-11
84,427,A,High demand,20,2003-12-11
85,427,A,High demand,1,2003-12-11
86,427,A,High demand,20,2003-12-18
87,427,A,High demand,40,2003-12-18
88,427,A,High demand,50,2003-12-19
89,427,A,High demand,80,2003-12-22
90,427,A,High demand,3,2003-12-23
91,427,A,High demand,10,2003-12-24
92,427,A,High demand,20,2003-12-25
93,427,A,High demand,30,2004-01-08
94,427,A,High demand,11,2004-01-10
95,427,A,High demand,5,2004-01-10
96,427,A,High demand,20,2004-01-12
97,427,A,High demand,30,2004-01-14
98,427,A,High demand,1,2004-01-16
99,427,A,High demand,10,2004-01-17
100,427,A,High demand,5,2004-01-20
101,427,A,High demand,2,2004-01-21
102,427,A,High demand,30,2004-01-21
103,427,A,High demand,20,2004-01-21
104,427,A,High demand,20,2004-01-21
105,427,A,High demand,30,2004-01-22
106,427,A,High demand,3,2004-01-26
107,427,A,High demand,1,2004-01-27
108,427,A,High demand,7,2004-02-02
109,427,A,High demand,11,2004-02-02
110,427,A,High demand,15,2004-01-28
111,427,A,High demand,30,2004-01-30
112,427,A,High demand,12,2004-02-02
113,427,A,High demand,20,2004-02-02
114,427,A,High demand,16,2004-02-04
115,427,A,High demand,20,2004-02-05
116,427,A,High demand,2,2004-02-05
117,427,A,High demand,20,2004-02-05
118,427,A,High demand,27,2004-02-06
119,427,A,High demand,30,2004-02-10
120,427,A,High demand,3,2004-02-11
121,427,A,High demand,30,2004-02-16
122,427,A,High demand,20,2004-02-16
123,427,A,High demand,30,2004-02-14
124,427,A,High demand,30,2004-02-18
125,427,A,High demand,5,2004-02-20
126,427,A,High demand,10,2004-02-24
127,427,A,High demand,10,2004-02-24
128,427,A,High demand,15,2004-02-25
129,427,A,High demand,5,2004-02-25
130,427,A,High demand,3,2004-02-25
131,427,A,High demand,15,2004-02-25
132,427,A,High demand,1,2004-03-02
133,427,A,High demand,1,2004-03-02
134,427,A,High demand,1,2004-03-02
135,427,A,High demand,20,2004-03-02
136,427,A,High demand,30,2004-03-02
137,427,A,High demand,10,2004-03-04
138,427,A,High demand,36,2004-03-05
139,427,A,High demand,10,2004-03-05
140,427,A,High demand,40,2004-03-10
141,427,A,High demand,30,2004-03-17
142,427,A,High demand,1,2004-03-22
143,427,A,High demand,14,2004-03-22
144,427,A,High demand,1,2004-03-22
145,427,A,High demand,4,2004-03-23
146,427,A,High demand,20,2004-03-26
147,427,A,High demand,20,2004-03-29
148,427,A,High demand,1,2004-03-29
149,427,A,High demand,10,2004-04-01
150,427,A,High demand,2,2004-04-01
151,427,A,High demand,20,2004-04-05
152,427,A,High demand,10,2004-04-10
153,427,A,High demand,20,2004-04-13
154,427,A,High demand,16,2004-04-15
155,427,A,High demand,1,2004-04-16
156,427,A,High demand,11,2004-04-19
157,427,A,High demand,31,2004-04-19
158,427,A,High demand,30,2004-04-22
159,427,A,High demand,40,2004-04-26
160,427,A,High demand,2,2004-04-27
161,427,A,High demand,25,2004-05-06
162,427,A,High demand,17,2004-05-07
163,427,A,High demand,40,2004-05-11
164,427,A,High demand,1,2004-05-12
165,427,A,High demand,25,2004-05-13
166,427,A,High demand,15,2004-05-14
167,427,A,High demand,1,2004-05-19
168,427,A,High demand,1,2004-05-19
169,427,A,High demand,10,2004-05-20
170,427,A,High demand,10,2004-05-20
171,427,A,High demand,3,2004-05-22
172,427,A,High demand,5,2004-05-24
173,427,A,High demand,35,2004-05-25
174,427,A,High demand,20,2004-05-25
175,427,A,High demand,5,2004-05-25
176,427,A,High demand,1,2004-06-01
177,427,A,High demand,1,2004-06-01
178,427,A,High demand,1,2004-05-27
179,427,A,High demand,1,2004-06-01
180,427,A,High demand,16,2004-05-31
181,427,A,High demand,4,2004-06-01
182,427,A,High demand,20,2004-06-02
183,427,A,High demand,10,2004-06-02
184,427,A,High demand,1,2004-06-07
185,427,A,High demand,20,2004-06-07
186,427,A,High demand,20,2004-06-09
187,427,A,High demand,40,2004-06-09
188,427,A,High demand,8,2004-06-11
189,427,A,High demand,5,2004-06-10
190,427,A,High demand,30,2004-06-11
191,427,A,High demand,3,2004-06-12
192,427,A,High demand,50,2004-06-15
193,427,A,High demand,46,2004-06-15
194,427,A,High demand,1,2004-06-15
195,427,A,High demand,2,2004-07-01
196,427,A,High demand,2,2004-06-17
197,427,A,High demand,6,2004-06-16
198,427,A,High demand,1,2004-07-06
199,427,A,High demand,12,2004-06-17
200,427,A,High demand,10,2004-06-19
201,427,A,High demand,10,2004-06-21
202,427,A,High demand,2,2004-06-21
203,427,A,High demand,40,2004-06-21
204,427,A,High demand,20,2004-06-21
205,427,A,High demand,1,2004-06-22
206,427,A,High demand,30,2004-06-24
207,427,A,High demand,29,2004-06-24
208,427,A,High demand,4,2004-06-25
209,427,A,High demand,10,2004-06-25
210,427,A,High demand,5,2004-06-26
211,427,A,High demand,20,2004-06-30
212,427,A,High demand,1,2004-07-01
213,427,A,High demand,5,2004-07-01
214,427,A,High demand,20,2004-07-01
215,427,A,High demand,20,2004-07-01
216,427,A,High demand,1,2004-07-02
217,427,A,High demand,14,2004-07-03
218,427,A,High demand,20,2004-07-05
219,427,A,High demand,15,2004-07-06
220,427,A,High demand,20,2004-07-08
221,427,A,High demand,27,2004-07-08
222,427,A,High demand,3,2004-07-08
223,427,A,High demand,10,2004-07-08
224,427,A,High demand,10,2004-07-09
225,427,A,High demand,40,2004-07-12
226,427,A,High demand,25,2004-07-12
227,427,A,High demand,10,2004-07-12
228,427,A,High demand,1,2004-07-13
229,427,A,High demand,55,2004-07-14
230,427,A,High demand,40,2004-07-14
231,427,A,High demand,30,2004-07-15
232,427,A,High demand,30,2004-07-15
233,427,A,High demand,65,2004-07-15
234,427,A,High demand,1,2004-07-16
235,427,A,High demand,17,2004-07-17
236,427,A,High demand,2,2004-07-20
237,427,A,High demand,2,2004-07-21
238,427,A,High demand,5,2004-07-22
239,427,A,High demand,10,2004-07-23
240,427,A,High demand,10,2004-07-26
241,427,A,High demand,1,2004-07-29
242,427,A,High demand,30,2004-08-02
243,427,A,High demand,1,2004-08-04
244,427,A,High demand,30,2004-08-07
245,427,A,High demand,1,2004-08-09
246,427,A,High demand,1,2004-08-09
247,427,A,High demand,50,2004-08-09
248,427,A,High demand,2,2004-08-12
249,427,A,High demand,15,2004-08-12
250,427,A,High demand,10,2004-08-26
251,427,A,High demand,40,2004-08-26
252,427,A,High demand,30,2004-08-27
253,427,A,High demand,50,2004-08-27
254,427,A,High demand,30,2004-08-27
255,427,A,High demand,5,2004-09-01
256,427,A,High demand,1,2004-09-07
257,427,A,High demand,30,2004-09-09
258,427,A,High demand,1,2004-09-09
259,427,A,High demand,10,2004-09-09
260,427,A,High demand,20,2004-09-14
261,427,A,High demand,10,2004-09-14
262,427,A,High demand,1,2004-09-17
263,427,A,High demand,10,2004-09-23
264,427,A,High demand,2,2004-09-25
265,427,A,High demand,26,2004-09-27
266,427,A,High demand,10,2004-10-01
267,427,A,High demand,1,2004-10-02
268,427,A,High demand,10,2004-10-04
269,427,A,High demand,1,2004-10-07
270,427,A,High demand,1,2004-10-11
271,427,A,High demand,3,2004-10-12
272,427,A,High demand,10,2004-10-13
273,427,A,High demand,20,2004-10-15
274,427,A,High demand,50,2004-10-18
275,427,A,High demand,1,2004-11-01
276,427,A,High demand,1,2004-10-25
277,427,A,High demand,20,2004-10-28
278,427,A,High demand,16,2004-10-30
279,427,A,High demand,20,2004-11-03
280,427,A,High demand,2,2004-11-03
281,427,A,High demand,18,2004-11-04
282,427,A,High demand,1,2004-11-09
283,427,A,High demand,10,2004-11-10
284,427,A,High demand,8,2004-11-11
285,427,A,High demand,20,2004-11-13
286,427,A,High demand,10,2004-11-15
287,427,A,High demand,3,2004-11-16
288,427,A,High demand,10,2004-11-16
289,427,A,High demand,1,2004-11-22
290,427,A,High demand,10,2004-11-25
291,427,A,High demand,1,2004-12-02
292,427,A,High demand,20,2004-12-01
293,427,A,High demand,1,2004-11-30
294,427,A,High demand,1,2004-12-01
295,427,A,High demand,10,2004-12-01
296,427,A,High demand,1,2004-12-03
297,427,A,High demand,1,2004-12-06
298,427,A,High demand,1,2004-12-06
299,427,A,High demand,2,2004-12-06
300,427,A,High demand,18,2004-12-06
301,427,A,High demand,5,2004-12-07
302,427,A,High demand,20,2004-12-08
303,427,A,High demand,15,2004-12-11
304,427,A,High demand,22,2004-12-18
305,427,A,High demand,20,2004-12-21
306,427,A,High demand,10,2004-12-22
307,427,A,High demand,1,2004-12-30
308,427,A,High demand,12,2005-01-11
309,427,A,High demand,20,2005-01-11
310,427,A,High demand,1,2005-01-15
311,427,A,High demand,20,2005-01-17
312,427,A,High demand,20,2005-01-18
313,427,A,High demand,25,2005-01-18
314,427,A,High demand,4,2005-01-18
315,427,A,High demand,1,2005-01-19
316,427,A,High demand,10,2005-01-19
317,427,A,High demand,5,2005-01-19
318,427,A,High demand,30,2005-01-22
319,427,A,High demand,30,2005-01-22
320,427,A,High demand,14,2005-01-24
321,427,A,High demand,1,2005-02-01
322,427,A,High demand,2,2005-01-25
323,427,A,High demand,3,2005-01-26
324,427,A,High demand,12,2005-01-27
325,427,A,High demand,2,2005-02-01
326,427,A,High demand,25,2005-02-01
327,427,A,High demand,2,2005-02-03
328,427,A,High demand,25,2005-02-08
329,427,A,High demand,2,2005-02-09
330,427,A,High demand,40,2005-02-09
331,427,A,High demand,20,2005-02-10
332,427,A,High demand,20,2005-02-10
333,427,A,High demand,5,2005-02-11
334,427,A,High demand,40,2005-02-15
335,427,A,High demand,30,2005-02-16
336,427,A,High demand,5,2005-02-16
337,427,A,High demand,2,2005-02-17
338,427,A,High demand,5,2005-02-17
339,427,A,High demand,1,2005-02-17
340,427,A,High demand,15,2005-02-22
341,427,A,High demand,60,2005-03-01
342,427,A,High demand,5,2005-03-01
343,427,A,High demand,1,2005-03-05
344,427,A,High demand,1,2005-03-10
345,427,A,High demand,10,2005-03-11
346,427,A,High demand,3,2005-03-15
347,427,A,High demand,10,2005-03-21
348,427,A,High demand,5,2005-03-23
349,427,A,High demand,3,2005-03-24
350,427,A,High demand,1,2005-03-29
351,427,A,High demand,1,2005-04-04
352,427,A,High demand,1,2005-04-04
353,427,A,High demand,25,2005-04-19
354,427,A,High demand,15,2005-04-19
355,427,A,High demand,3,2005-04-19
356,427,A,High demand,20,2005-04-19
357,427,A,High demand,27,2005-04-19
358,427,A,High demand,1,2005-04-21
359,427,A,High demand,5,2005-04-22
360,427,A,High demand,2,2005-05-11
361,427,A,High demand,2,2005-05-13
362,427,A,High demand,3,2005-05-19
363,427,A,High demand,25,2005-05-23
364,427,A,High demand,10,2005-05-23
365,427,A,High demand,2,2005-06-06
366,427,A,High demand,40,2005-05-27
367,427,A,High demand,2,2005-06-01
368,427,A,High demand,2,2005-06-01
369,427,A,High demand,60,2005-06-03
370,427,A,High demand,20,2005-05-25
371,427,A,High demand,5,2005-06-14
372,427,A,High demand,20,2005-06-14
373,427,A,High demand,2,2005-06-15
374,427,A,High demand,3,2005-06-17
375,427,A,High demand,30,2005-06-21
376,427,A,High demand,20,2005-06-21
377,427,A,High demand,5,2005-06-22
378,427,A,High demand,7,2005-06-22
379,427,A,High demand,4,2005-06-22
380,427,A,High demand,2,2005-06-23
381,427,A,High demand,2,2005-06-24
382,427,A,High demand,5,2005-07-11
383,427,A,High demand,20,2005-07-13
384,427,A,High demand,2,2005-07-14
385,427,A,High demand,10,2005-07-08
386,427,A,High demand,1,2005-07-21
387,427,A,High demand,2,2005-08-01
388,427,A,High demand,50,2005-07-26
389,427,A,High demand,30,2005-07-26
390,427,A,High demand,4,2005-07-26
391,427,A,High demand,2,2005-07-27
392,427,A,High demand,20,2005-08-01
393,427,A,High demand,10,2005-07-27
394,427,A,High demand,50,2005-07-28
395,427,A,High demand,20,2005-07-28
396,427,A,High demand,40,2005-07-29
397,427,A,High demand,10,2005-08-01
398,427,A,High demand,20,2005-08-04
399,427,A,High demand,50,2005-08-08
400,427,A,High demand,10,2005-08-08
401,427,A,High demand,29,2005-08-09
402,427,A,High demand,5,2005-08-09
403,427,A,High demand,4,2005-08-09
404,427,A,High demand,25,2005-08-10
405,427,A,High demand,10,2005-08-11
406,427,A,High demand,10,2005-08-12
407,427,A,High demand,3,2005-08-12
408,427,A,High demand,2,2005-08-12
409,427,A,High demand,20,2005-08-16
410,427,A,High demand,5,2005-08-17
411,427,A,High demand,5,2005-08-19
412,427,A,High demand,1,2005-09-01
413,427,A,High demand,5,2005-08-31
414,427,A,High demand,10,2005-09-05
415,427,A,High demand,5,2005-09-07
416,427,A,High demand,16,2005-09-07
417,427,A,High demand,15,2005-09-09
418,427,A,High demand,12,2005-09-09
419,427,A,High demand,16,2005-09-12
420,427,A,High demand,15,2005-09-13
421,427,A,High demand,5,2005-09-13
422,427,A,High demand,5,2005-09-13
423,427,A,High demand,2,2005-09-14
424,427,A,High demand,2,2005-09-16
425,427,A,High demand,10,2005-09-16
426,427,A,High demand,1,2005-09-20
427,427,A,High demand,3,2005-09-24
428,427,A,High demand,12,2005-09-26
429,427,A,High demand,10,2005-09-26
430,427,A,High demand,1,2005-10-04
431,427,A,High demand,1,2005-10-04
432,427,A,High demand,1,2005-10-08
433,427,A,High demand,5,2005-10-15
434,427,A,High demand,1,2005-10-19
435,427,A,High demand,3,2005-10-21
436,427,A,High demand,10,2005-10-24
437,427,A,High demand,10,2005-10-24
438,427,A,High demand,3,2005-10-28
439,427,A,High demand,20,2005-11-02
440,427,A,High demand,20,2005-11-02
441,427,A,High demand,1,2005-12-01
442,427,A,High demand,5,2005-11-23
443,427,A,High demand,1,2005-11-26
444,427,A,High demand,4,2005-11-28
445,427,A,High demand,2,2005-12-01
446,427,A,High demand,15,2005-12-02
447,427,A,High demand,10,2005-12-07
448,427,A,High demand,20,2005-12-20
449,427,A,High demand,18,2005-12-20
450,427,A,High demand,5,2005-12-21
451,427,A,High demand,5,2005-12-27
452,427,A,High demand,5,2006-01-16
453,427,A,High demand,2,2006-01-19
454,427,A,High demand,5,2006-01-20
455,427,A,High demand,2,2006-01-21
456,427,A,High demand,5,2006-01-23
457,427,A,High demand,1,2006-02-04
458,427,A,High demand,3,2006-02-09
459,427,A,High demand,10,2006-02-17
460,427,A,High demand,1,2006-02-21
461,427,A,High demand,20,2006-02-21
462,427,A,High demand,5,2006-02-22
463,427,A,High demand,2,2006-02-22
464,427,A,High demand,5,2006-02-26
465,427,A,High demand,2,2006-03-01
466,427,A,High demand,5,2006-03-18
467,427,A,High demand,1,2006-04-01
468,427,A,High demand,1,2006-04-01
469,427,A,High demand,27,2006-04-01
470,427,A,High demand,10,2006-04-13
471,183,A,High demand,50,2003-07-11
472,183,A,High demand,40,2003-07-15
473,183,A,High demand,30,2003-07-14
474,183,A,High demand,40,2003-07-18
475,183,A,High demand,20,2003-07-21
476,183,A,High demand,10,2003-07-22
477,183,A,High demand,50,2003-07-22
478,183,A,High demand,20,2003-07-22
479,183,A,High demand,40,2003-07-23
480,183,A,High demand,10,2003-07-24
481,183,A,High demand,40,2003-07-25
482,183,A,High demand,20,2003-08-02
483,183,A,High demand,30,2003-08-02
484,183,A,High demand,20,2003-08-06
485,183,A,High demand,20,2003-08-08
486,183,A,High demand,50,2003-08-13
487,183,A,High demand,30,2003-08-13
488,183,A,High demand,30,2003-08-14
489,183,A,High demand,1,2003-08-15
490,183,A,High demand,20,2003-08-15
491,183,A,High demand,25,2003-08-16
492,183,A,High demand,10,2003-08-16
493,183,A,High demand,50,2003-08-19
494,183,A,High demand,30,2003-08-19
495,183,A,High demand,30,2003-08-19
496,183,A,High demand,30,2003-08-22
497,183,A,High demand,50,2003-08-22
498,183,A,High demand,10,2003-08-22
499,183,A,High demand,10,2003-08-22
500,183,A,High demand,10,2003-08-22
501,183,A,High demand,30,2003-09-02
502,183,A,High demand,10,2003-09-06
503,183,A,High demand,50,2003-09-06
504,183,A,High demand,10,2003-09-06
505,183,A,High demand,30,2003-09-09
506,183,A,High demand,15,2003-09-10
507,183,A,High demand,10,2003-09-12
508,183,A,High demand,5,2003-09-12
509,183,A,High demand,30,2003-09-15
510,183,A,High demand,40,2003-09-17
511,183,A,High demand,20,2003-09-17
512,183,A,High demand,30,2003-09-17
513,183,A,High demand,20,2003-09-25
514,183,A,High demand,40,2003-10-01
515,183,A,High demand,20,2003-10-01
516,183,A,High demand,60,2003-10-06
517,183,A,High demand,10,2003-10-07
518,183,A,High demand,60,2003-10-07
519,183,A,High demand,30,2003-10-09
520,183,A,High demand,10,2003-10-10
521,183,A,High demand,30,2003-10-13
522,183,A,High demand,20,2003-10-15
523,183,A,High demand,5,2003-10-17
524,183,A,High demand,8,2003-10-17
525,183,A,High demand,5,2003-10-21
526,183,A,High demand,30,2003-10-22
527,183,A,High demand,10,2003-10-22
528,183,A,High demand,40,2003-10-22
529,183,A,High demand,5,2003-10-23
530,183,A,High demand,2,2003-10-24
531,183,A,High demand,10,2003-10-31
532,183,A,High demand,30,2003-11-01
533,183,A,High demand,2,2003-11-03
534,183,A,High demand,2,2003-11-11
535,183,A,High demand,8,2003-11-17
536,183,A,High demand,20,2003-11-18
537,183,A,High demand,20,2003-11-19
538,183,A,High demand,18,2003-11-24
539,183,A,High demand,5,2003-11-26
540,183,A,High demand,2,2003-11-27
541,183,A,High demand,10,2003-12-03
542,183,A,High demand,1,2003-12-10
543,183,A,High demand,2,2003-12-11
544,183,A,High demand,15,2003-12-11
545,183,A,High demand,1,2003-12-11
546,183,A,High demand,10,2003-12-11
547,183,A,High demand,16,2003-12-18
548,183,A,High demand,35,2003-12-18
549,183,A,High demand,40,2003-12-19
550,183,A,High demand,3,2003-12-23
551,183,A,High demand,10,2003-12-24
552,183,A,High demand,16,2003-12-25
553,183,A,High demand,30,2004-01-08
554,183,A,High demand,7,2004-01-10
555,183,A,High demand,4,2004-01-10
556,183,A,High demand,20,2004-01-12
557,183,A,High demand,30,2004-01-14
558,183,A,High demand,1,2004-01-16
559,183,A,High demand,20,2004-01-16
560,183,A,High demand,2,2004-01-19
561,183,A,High demand,5,2004-01-20
562,183,A,High demand,2,2004-01-21
563,183,A,High demand,30,2004-01-21
564,183,A,High demand,20,2004-01-21
565,183,A,High demand,25,2004-01-21
566,183,A,High demand,6,2004-01-22
567,183,A,High demand,3,2004-01-26
568,183,A,High demand,1,2004-01-27
569,183,A,High demand,10,2004-01-27
570,183,A,High demand,7,2004-02-02
571,183,A,High demand,9,2004-02-02
572,183,A,High demand,10,2004-01-28
573,183,A,High demand,30,2004-01-30
574,183,A,High demand,18,2004-02-02
575,183,A,High demand,25,2004-02-02
576,183,A,High demand,1,2004-02-02
577,183,A,High demand,16,2004-02-04
578,183,A,High demand,20,2004-02-05
579,183,A,High demand,2,2004-02-05
580,183,A,High demand,20,2004-02-05
581,183,A,High demand,20,2004-02-06
582,183,A,High demand,30,2004-02-10
583,183,A,High demand,3,2004-02-11
584,183,A,High demand,6,2004-02-16
585,183,A,High demand,30,2004-02-14
586,183,A,High demand,40,2004-02-14
587,183,A,High demand,21,2004-02-24
588,183,A,High demand,2,2004-02-25
589,183,A,High demand,10,2004-02-25
590,183,A,High demand,3,2004-02-26
591,183,A,High demand,1,2004-03-02
592,183,A,High demand,1,2004-02-28
593,183,A,High demand,30,2004-03-02
594,183,A,High demand,1,2004-03-02
595,183,A,High demand,20,2004-03-02
596,183,A,High demand,1,2004-03-03
597,183,A,High demand,10,2004-03-04
598,183,A,High demand,6,2004-03-05
599,183,A,High demand,10,2004-03-10
600,183,A,High demand,5,2004-03-10
601,183,A,High demand,30,2004-03-17
602,183,A,High demand,15,2004-03-19
603,183,A,High demand,1,2004-03-22
604,183,A,High demand,12,2004-03-22
605,183,A,High demand,1,2004-03-22
606,183,A,High demand,4,2004-03-23
607,183,A,High demand,20,2004-03-26
608,183,A,High demand,1,2004-04-01
609,183,A,High demand,20,2004-03-29
610,183,A,High demand,1,2004-03-29
611,183,A,High demand,10,2004-04-01
612,183,A,High demand,3,2004-04-01
613,183,A,High demand,1,2004-03-30
614,183,A,High demand,2,2004-04-01
615,183,A,High demand,1,2004-04-05
616,183,A,High demand,20,2004-04-05
617,183,A,High demand,10,2004-04-10
618,183,A,High demand,10,2004-04-14
619,183,A,High demand,10,2004-04-15
620,183,A,High demand,11,2004-04-19
621,183,A,High demand,30,2004-04-19
622,183,A,High demand,1,2004-04-24
623,183,A,High demand,20,2004-04-26
624,183,A,High demand,30,2004-04-26
625,183,A,High demand,2,2004-04-27
626,183,A,High demand,20,2004-05-06
627,183,A,High demand,30,2004-05-11
628,183,A,High demand,1,2004-05-12
629,183,A,High demand,25,2004-05-13
630,183,A,High demand,10,2004-05-14
631,183,A,High demand,1,2004-05-19
632,183,A,High demand,1,2004-05-19
633,183,A,High demand,10,2004-05-20
634,183,A,High demand,3,2004-05-22
635,183,A,High demand,19,2004-05-22
636,183,A,High demand,5,2004-05-24
637,183,A,High demand,46,2004-05-25
638,183,A,High demand,1,2004-06-01
639,183,A,High demand,60,2004-05-28
640,183,A,High demand,20,2004-05-31
641,183,A,High demand,1,2004-06-01
642,183,A,High demand,10,2004-05-31
643,183,A,High demand,6,2004-06-01
644,183,A,High demand,3,2004-06-02
645,183,A,High demand,10,2004-06-02
646,183,A,High demand,10,2004-06-02
647,183,A,High demand,1,2004-06-07
648,183,A,High demand,15,2004-06-09
649,183,A,High demand,10,2004-06-11
650,183,A,High demand,5,2004-06-10
651,183,A,High demand,1,2004-06-02
652,183,A,High demand,3,2004-06-12
653,183,A,High demand,60,2004-06-15
654,183,A,High demand,41,2004-06-15
655,183,A,High demand,1,2004-06-15
656,183,A,High demand,2,2004-07-01
657,183,A,High demand,1,2004-06-16
658,183,A,High demand,6,2004-06-16
659,183,A,High demand,1,2004-07-06
660,183,A,High demand,10,2004-06-17
661,183,A,High demand,10,2004-06-19
662,183,A,High demand,10,2004-06-21
663,183,A,High demand,1,2004-06-21
664,183,A,High demand,40,2004-06-21
665,183,A,High demand,5,2004-06-21
666,183,A,High demand,26,2004-06-24
667,183,A,High demand,1,2004-06-24
668,183,A,High demand,10,2004-06-24
669,183,A,High demand,20,2004-06-24
670,183,A,High demand,15,2004-06-26
671,183,A,High demand,20,2004-06-30
672,183,A,High demand,5,2004-07-01
673,183,A,High demand,20,2004-07-01
674,183,A,High demand,20,2004-07-01
675,183,A,High demand,1,2004-07-02
676,183,A,High demand,3,2004-08-01
677,183,A,High demand,37,2004-07-05
678,183,A,High demand,20,2004-07-05
679,183,A,High demand,1,2004-07-07
680,183,A,High demand,20,2004-07-08
681,183,A,High demand,50,2004-07-08
682,183,A,High demand,3,2004-07-08
683,183,A,High demand,10,2004-07-08
684,183,A,High demand,10,2004-07-09
685,183,A,High demand,9,2004-07-13
686,183,A,High demand,1,2004-07-13
687,183,A,High demand,14,2004-07-15
688,183,A,High demand,1,2004-07-16
689,183,A,High demand,4,2004-07-17
690,183,A,High demand,1,2004-07-29
691,183,A,High demand,60,2004-08-24
692,183,A,High demand,80,2004-08-24
693,183,A,High demand,40,2004-08-24
694,183,A,High demand,70,2004-08-24
695,183,A,High demand,10,2004-08-24
696,183,A,High demand,5,2004-08-25
697,183,A,High demand,30,2004-08-27
698,183,A,High demand,10,2004-08-27
699,183,A,High demand,18,2004-08-27
700,183,A,High demand,10,2004-09-01
701,183,A,High demand,5,2004-09-01
702,183,A,High demand,10,2004-09-04
703,183,A,High demand,30,2004-09-04
704,183,A,High demand,1,2004-09-07
705,183,A,High demand,6,2004-09-08
706,183,A,High demand,21,2004-09-09
707,183,A,High demand,2,2004-09-09
708,183,A,High demand,10,2004-09-09
709,183,A,High demand,1,2004-09-17
710,183,A,High demand,1,2004-09-20
711,183,A,High demand,5,2004-09-23
712,183,A,High demand,4,2004-09-23
713,183,A,High demand,2,2004-09-25
714,183,A,High demand,15,2004-10-01
715,183,A,High demand,8,2004-10-04
716,183,A,High demand,20,2004-10-06
717,183,A,High demand,1,2004-10-07
718,183,A,High demand,1,2004-10-08
719,183,A,High demand,9,2004-10-11
720,183,A,High demand,1,2004-10-11
721,183,A,High demand,5,2004-10-13
722,183,A,High demand,10,2004-10-15
723,183,A,High demand,50,2004-10-18
724,183,A,High demand,20,2004-10-19
725,183,A,High demand,3,2004-10-19
726,183,A,High demand,1,2004-11-01
727,183,A,High demand,1,2004-10-25
728,183,A,High demand,10,2004-10-27
729,183,A,High demand,1,2004-11-02
730,183,A,High demand,30,2004-10-28
731,183,A,High demand,16,2004-10-30
732,183,A,High demand,20,2004-11-03
